"Date","County","State","Vehicle Primary Use","Battery Electric Vehicles (BEVs)","Plug-In Hybrid Electric Vehicles (PHEVs)","Electric Vehicle (EV) Total","Non-Electric Vehicle Total","Total Vehicles","Percent Electric Vehicles"
"November 30, 2018","Duval","FL","Passenger","1","2","3","390","393","0.76"
"March 31, 2024","Walla Walla","WA","Truck","11","0","11","13,603","13,614","0.08"
"October 31, 2024","Prince George's","MD","Passenger","3","2","5","126","131","3.82"
"November 30, 2022","Cowlitz","WA","Passenger","389","187","576","70,059","70,635","0.82"
"January 31, 2024","Richmond","NY","Passenger","1","0","1","5","6","16.67"
"August 31, 2024","Adams","WA","Truck","4","0","4","5,393","5,397","0.07"
"January 31, 2025","Allen","IN","Passenger","1","1","2","10","12","16.67"
"April 30, 2024","Bristol","MA","Passenger","1","0","1","7","8","12.50"
"September 30, 2024","Goochland","VA","Passenger","2","0","2","54","56","3.57"
"June 30, 2019","Nassau","NY","Passenger","4","0","4","42","46","8.70"
"April 30, 2017","Grays Harbor","WA","Truck","0","0","0","19,840","19,840","0.00"
"April 30, 2023","Pend Oreille","WA","Truck","0","0","0","5,615","5,615","0.00"
"January 31, 2025","Polk","OR","Passenger","1","1","2","17","19","10.53"
"December 31, 2020","Wilson","TX","Passenger","0","1","1","6","7","14.29"
"April 30, 2023","Galveston","TX","Passenger","1","1","2","22","24","8.33"
"July 31, 2022","Island","WA","Truck","6","0","6","21,167","21,173","0.03"
"March 31, 2025","Prince George","VA","Passenger","1","0","1","58","59","1.69"
"July 31, 2025","DuPage","IL","Passenger","3","0","3","30","33","9.09"
"January 31, 2023","Moore","NC","Passenger","0","1","1","134","135","0.74"
"October 31, 2021","Skamania","WA","Passenger","58","39","97","8,318","8,415","1.15"
"August 31, 2020","Chesapeake","VA","Passenger","0","1","1","437","438","0.23"
"April 30, 2023","Wake","NC","Passenger","5","1","6","118","124","4.84"
"February 29, 2024","Spokane","WA","Truck","76","0","76","101,165","101,241","0.08"
"October 31, 2018","Monroe","IL","Passenger","1","0","1","3","4","25.00"
"August 31, 2021","Benton","WA","Passenger","565","412","977","135,959","136,936","0.71"
"October 31, 2022","Wake","NC","Passenger","2","1","3","119","122","2.46"
"January 31, 2020","Pinellas","FL","Passenger","1","1","2","127","129","1.55"
"October 31, 2019","Fulton","GA","Passenger","0","3","3","108","111","2.70"
"December 31, 2018","Whitman","WA","Truck","0","0","0","8,545","8,545","0.00"
"October 31, 2023","San Joaquin","CA","Passenger","0","1","1","101","102","0.98"
"June 30, 2024","Yuba","CA","Truck","1","0","1","10","11","9.09"
"January 31, 2020","Harris","TX","Passenger","1","0","1","299","300","0.33"
"November 30, 2023","Pulaski","AR","Passenger","1","0","1","34","35","2.86"
"April 30, 2019","Howard","MD","Passenger","0","1","1","84","85","1.18"
"November 30, 2022","Hartford","CT","Passenger","1","0","1","39","40","2.50"
"March 31, 2020","Wise","TX","Passenger","1","0","1","9","10","10.00"
"November 30, 2018","Larimer","CO","Passenger","1","0","1","69","70","1.43"
"November 30, 2018","District of Columbia","DC","Passenger","1","3","4","178","182","2.20"
"June 30, 2023","Monterey","CA","Passenger","1","3","4","137","141","2.84"
"September 30, 2023","Cowlitz","WA","Passenger","541","231","772","69,702","70,474","1.10"
"October 31, 2019","Mason","WA","Truck","0","0","0","20,451","20,451","0.00"
"August 31, 2021","Tom Green","TX","Passenger","0","1","1","21","22","4.55"
"July 31, 2022","Cascade","MT","Passenger","0","1","1","46","47","2.13"
"September 30, 2024","Hamilton","OH","Passenger","3","0","3","39","42","7.14"
"February 28, 2025","Sauk","WI","Passenger","0","1","1","0","1","100.00"
"April 30, 2020","Williams","ND","Passenger","0","1","1","12","13","7.69"
"October 31, 2021","Charles","MD","Passenger","1","1","2","80","82","2.44"
"May 31, 2025","Clallam","WA","Passenger","995","440","1,435","48,488","49,923","2.87"
"May 31, 2017","Okanogan","WA","Truck","0","0","0","16,205","16,205","0.00"
"March 31, 2024","Hamilton","OH","Passenger","3","0","3","38","41","7.32"
"March 31, 2024","Jefferson","WA","Truck","20","0","20","9,200","9,220","0.22"
"November 30, 2019","Palm Beach","FL","Passenger","0","2","2","88","90","2.22"
"June 30, 2022","Beaufort","SC","Passenger","1","0","1","41","42","2.38"
"February 28, 2021","Thurston","WA","Truck","0","0","0","56,322","56,322","0.00"
"November 30, 2022","Washington","OR","Passenger","2","0","2","358","360","0.56"
"February 29, 2024","Sonoma","CA","Passenger","3","2","5","81","86","5.81"
"February 28, 2022","Allen","IN","Passenger","1","0","1","20","21","4.76"
"August 31, 2019","Montgomery","TX","Passenger","1","0","1","69","70","1.43"
"December 31, 2024","Yolo","CA","Passenger","2","0","2","32","34","5.88"
"December 31, 2019","Fairbanks North Star","AK","Passenger","0","1","1","97","98","1.02"
"September 30, 2024","Centre","PA","Passenger","1","0","1","9","10","10.00"
"July 31, 2025","Marin","CA","Truck","1","0","1","6","7","14.29"
"January 31, 2023","Kitsap","WA","Passenger","2,827","1,162","3,989","175,860","179,849","2.22"
"June 30, 2019","Stevens","WA","Truck","0","0","0","18,636","18,636","0.00"
"July 31, 2021","Riverside","CA","Passenger","7","0","7","623","630","1.11"
"April 30, 2020","Charles","MD","Passenger","0","1","1","81","82","1.22"
"November 30, 2021","Montgomery","MD","Passenger","2","4","6","232","238","2.52"
"June 30, 2024","McLennan","TX","Passenger","1","0","1","10","11","9.09"
"December 31, 2021","Wake","NC","Passenger","1","1","2","149","151","1.32"
"January 31, 2023","Prince George's","MD","Truck","1","0","1","27","28","3.57"
"July 31, 2019","Franklin","WA","Passenger","52","70","122","60,101","60,223","0.20"
"October 31, 2021","Salt Lake","UT","Passenger","1","1","2","213","215","0.93"
"October 31, 2017","Okanogan","WA","Truck","0","0","0","16,239","16,239","0.00"
"August 31, 2023","St. Louis","MO","Passenger","1","0","1","69","70","1.43"
"March 31, 2018","Caddo","LA","Passenger","0","1","1","24","25","4.00"
"December 31, 2023","Fairfax","VA","Passenger","18","8","26","636","662","3.93"
"September 30, 2025","Clallam","WA","Truck","58","0","58","20,433","20,491","0.28"
"August 31, 2019","Barnstable","MA","Passenger","1","0","1","28","29","3.45"
"December 31, 2019","Montgomery","PA","Passenger","2","0","2","37","39","5.13"
"May 31, 2020","Clark","WA","Truck","0","0","0","81,833","81,833","0.00"
"April 30, 2025","Bannock","ID","Passenger","1","0","1","6","7","14.29"
"August 31, 2021","Monterey","CA","Passenger","1","2","3","168","171","1.75"
"March 31, 2023","Skamania","WA","Truck","1","0","1","3,853","3,854","0.03"
"October 31, 2019","Shelby","TN","Passenger","0","1","1","107","108","0.93"
"December 31, 2021","Harris","TX","Passenger","1","1","2","236","238","0.84"
"September 30, 2023","Penobscot","ME","Passenger","0","1","1","7","8","12.50"
"February 28, 2019","Cochise","AZ","Passenger","0","1","1","122","123","0.81"
"September 30, 2022","Fredericksburg","VA","Passenger","1","0","1","5","6","16.67"
"August 31, 2021","Virginia Beach","VA","Passenger","1","0","1","642","643","0.16"
"July 31, 2021","Suffolk","VA","Passenger","1","0","1","130","131","0.76"
"December 31, 2024","Burlington","NJ","Passenger","0","2","2","72","74","2.70"
"December 31, 2017","Travis","TX","Passenger","1","0","1","208","209","0.48"
"July 31, 2022","Providence","RI","Passenger","1","0","1","22","23","4.35"
"August 31, 2019","Asotin","WA","Truck","0","0","0","6,678","6,678","0.00"
"November 30, 2021","Harford","MD","Passenger","1","1","2","62","64","3.13"
"April 30, 2017","Franklin","WA","Truck","0","0","0","17,990","17,990","0.00"
"July 31, 2022","Dakota","MN","Passenger","0","1","1","20","21","4.76"
"June 30, 2022","Arapahoe","CO","Passenger","0","1","1","107","108","0.93"
"March 31, 2021","Sevier","AR","Passenger","0","1","1","1","2","50.00"
"June 30, 2023","Cowlitz","WA","Truck","9","0","9","28,191","28,200","0.03"
"August 31, 2018","Maricopa","AZ","Passenger","1","3","4","1,744","1,748","0.23"
"February 28, 2018","Portsmouth","VA","Passenger","0","1","1","74","75","1.33"
"January 31, 2025","DeKalb","GA","Truck","1","0","1","1","2","50.00"
"April 30, 2025","Mecklenburg","NC","Passenger","1","0","1","47","48","2.08"
"December 31, 2018","Franklin","MA","Passenger","0","1","1","2","3","33.33"
"January 31, 2024","Mecklenburg","NC","Passenger","2","0","2","60","62","3.23"
"April 30, 2021","Palm Beach","FL","Passenger","1","1","2","83","85","2.35"
"July 31, 2018","Washoe","NV","Passenger","1","0","1","125","126","0.79"
"April 30, 2020","King","WA","Truck","5","1","6","181,356","181,362","0.00"
"January 31, 2017","Walla Walla","WA","Passenger","16","21","37","34,848","34,885","0.11"
"November 30, 2021","Chatham","NC","Passenger","1","0","1","7","8","12.50"
"December 31, 2018","Palm Beach","FL","Passenger","0","2","2","98","100","2.00"
"August 31, 2017","Clark","WA","Truck","0","0","0","77,852","77,852","0.00"
"January 31, 2025","Comanche","OK","Passenger","1","0","1","92","93","1.08"
"December 31, 2020","Plaquemines","LA","Passenger","0","1","1","15","16","6.25"
"January 31, 2022","Hudson","NJ","Passenger","2","0","2","50","52","3.85"
"January 31, 2018","Palm Beach","FL","Passenger","0","2","2","92","94","2.13"
"June 30, 2018","Prince William","VA","Passenger","0","5","5","257","262","1.91"
"June 30, 2020","Orange","NC","Passenger","1","0","1","13","14","7.14"
"April 30, 2023","Dorchester","SC","Passenger","1","0","1","63","64","1.56"
"March 31, 2021","Lane","OR","Passenger","0","1","1","157","158","0.63"
"April 30, 2018","Dakota","MN","Passenger","0","2","2","41","43","4.65"
"July 31, 2017","Prince William","VA","Passenger","0","4","4","264","268","1.49"
"October 31, 2023","Ferry","WA","Truck","0","0","0","3,534","3,534","0.00"
"July 31, 2018","Clark","WA","Truck","0","0","0","79,191","79,191","0.00"
"September 30, 2018","Deschutes","OR","Passenger","2","0","2","179","181","1.10"
"August 31, 2020","Monroe","IL","Passenger","1","0","1","3","4","25.00"
"March 31, 2019","Asotin","WA","Truck","0","0","0","6,623","6,623","0.00"
"October 31, 2022","Penobscot","ME","Passenger","0","2","2","10","12","16.67"
"October 31, 2022","Chelan","WA","Truck","8","0","8","23,050","23,058","0.03"
"August 31, 2019","St. Mary's","MD","Passenger","1","0","1","228","229","0.44"
"September 30, 2021","Lake","FL","Passenger","1","0","1","31","32","3.13"
"June 30, 2025","Sarpy","NE","Truck","1","0","1","20","21","4.76"
"August 31, 2021","Champaign","IL","Passenger","1","0","1","15","16","6.25"
"June 30, 2023","Providence","RI","Passenger","1","0","1","19","20","5.00"
"September 30, 2020","Clallam","WA","Passenger","245","174","419","49,827","50,246","0.83"
"January 31, 2023","Orange","CA","Passenger","13","4","17","455","472","3.60"
"January 31, 2024","Rockingham","NH","Passenger","1","0","1","15","16","6.25"
"January 31, 2025","Broward","FL","Passenger","2","0","2","49","51","3.92"
"September 30, 2025","Platte","MO","Passenger","0","1","1","8","9","11.11"
"September 30, 2018","Okanogan","WA","Truck","0","0","0","16,495","16,495","0.00"
"July 31, 2021","Chesapeake","VA","Passenger","0","2","2","428","430","0.47"
"December 31, 2017","Clark","WA","Passenger","851","573","1,424","304,130","305,554","0.47"
"March 31, 2023","Pinellas","FL","Passenger","1","0","1","77","78","1.28"
"February 28, 2022","Sevier","AR","Passenger","0","1","1","1","2","50.00"
"May 31, 2025","Grant","WA","Truck","53","0","53","28,168","28,221","0.19"
"February 28, 2021","Monroe","IL","Passenger","1","0","1","2","3","33.33"
"December 31, 2022","Mason","WA","Truck","6","0","6","20,789","20,795","0.03"
"March 31, 2024","Bristol","MA","Passenger","1","0","1","7","8","12.50"
"November 30, 2019","Franklin","MA","Passenger","0","1","1","2","3","33.33"
"February 28, 2021","Baltimore","MD","Passenger","1","0","1","117","118","0.85"
"February 28, 2022","Champaign","IL","Passenger","1","0","1","16","17","5.88"
"February 28, 2023","Lincoln","WA","Passenger","16","17","33","7,722","7,755","0.43"
"January 31, 2017","Northampton","PA","Passenger","2","0","2","257","259","0.77"
"September 30, 2020","Sacramento","CA","Passenger","1","1","2","284","286","0.70"
"June 30, 2023","Dakota","MN","Passenger","0","1","1","18","19","5.26"
"September 30, 2024","Tooele","UT","Passenger","1","0","1","10","11","9.09"
"June 30, 2022","Klickitat","WA","Truck","0","0","0","8,278","8,278","0.00"
"May 31, 2018","Adams","WA","Passenger","5","5","10","12,586","12,596","0.08"
"December 31, 2024","Clallam","WA","Passenger","897","408","1,305","48,561","49,866","2.62"
"June 30, 2022","Forsyth","GA","Passenger","1","0","1","17","18","5.56"
"September 30, 2024","Island","WA","Passenger","1,620","563","2,183","60,146","62,329","3.50"
"March 31, 2023","Okanogan","WA","Passenger","113","58","171","26,012","26,183","0.65"
"June 30, 2025","Kings","CA","Passenger","3","0","3","225","228","1.32"
"July 31, 2019","Ferry","WA","Truck","0","0","0","3,580","3,580","0.00"
"November 30, 2023","Cowlitz","WA","Truck","13","0","13","27,938","27,951","0.05"
"September 30, 2021","Broward","FL","Passenger","2","0","2","113","115","1.74"
"April 30, 2019","District of Columbia","DC","Passenger","1","1","2","189","191","1.05"
"March 31, 2022","Utah","UT","Passenger","1","0","1","136","137","0.73"
"August 31, 2024","Cleveland","OK","Passenger","1","0","1","28","29","3.45"
"September 30, 2018","Suffolk","MA","Passenger","0","1","1","46","47","2.13"
"September 30, 2019","Orange","CA","Passenger","9","3","12","564","576","2.08"
"April 30, 2022","Sedgwick","KS","Passenger","0","1","1","93","94","1.06"
"May 31, 2022","Cowlitz","WA","Passenger","321","176","497","70,557","71,054","0.70"
"April 30, 2025","Ocean","NJ","Passenger","1","0","1","15","16","6.25"
"December 31, 2020","Washington","WI","Passenger","1","0","1","3","4","25.00"
"January 31, 2022","Cowlitz","WA","Truck","0","1","1","28,884","28,885","0.00"
"September 30, 2021","Palm Beach","FL","Passenger","1","1","2","75","77","2.60"
"November 30, 2024","Albemarle","VA","Passenger","3","0","3","19","22","13.64"
"May 31, 2023","Anchorage","AK","Passenger","1","0","1","128","129","0.78"
"August 31, 2019","Davidson","TN","Passenger","1","0","1","88","89","1.12"
"June 30, 2018","Lee","FL","Passenger","1","0","1","58","59","1.69"
"October 31, 2017","Maui","HI","Passenger","1","0","1","69","70","1.43"
"June 30, 2021","Frederick","MD","Passenger","1","1","2","65","67","2.99"
"March 31, 2023","Lee","AL","Passenger","1","0","1","21","22","4.55"
"December 31, 2021","Bristol","MA","Passenger","1","0","1","16","17","5.88"
"December 31, 2024","Geary","KS","Passenger","1","0","1","71","72","1.39"
"September 30, 2024","Washington","OR","Passenger","4","0","4","250","254","1.57"
"January 31, 2021","Pierce","WA","Passenger","2,958","1,790","4,748","554,580","559,328","0.85"
"January 31, 2024","Allen","IN","Passenger","1","0","1","15","16","6.25"
"October 31, 2019","Juneau","AK","Passenger","0","2","2","35","37","5.41"
"April 30, 2025","Benton","OR","Passenger","1","0","1","27","28","3.57"
"April 30, 2019","Essex","MA","Passenger","1","0","1","29","30","3.33"
"July 31, 2019","Clallam","WA","Truck","1","0","1","21,808","21,809","0.00"
"January 31, 2024","Snohomish","WA","Passenger","16,684","3,690","20,374","525,027","545,401","3.74"
"May 31, 2022","Mason","WA","Passenger","301","176","477","47,223","47,700","1.00"
"January 31, 2024","Tompkins","NY","Passenger","1","0","1","14","15","6.67"
"September 30, 2024","Lake","IN","Passenger","1","0","1","5","6","16.67"
"April 30, 2023","Alexandria","VA","Passenger","3","0","3","117","120","2.50"
"February 29, 2024","Kauai","HI","Passenger","0","1","1","18","19","5.26"
"January 31, 2018","Hardin","KY","Passenger","0","1","1","119","120","0.83"
"April 30, 2023","Hamilton","IN","Passenger","1","0","1","29","30","3.33"
"February 29, 2024","Loudoun","VA","Passenger","2","1","3","62","65","4.62"
"March 31, 2025","Marin","CA","Passenger","1","2","3","34","37","8.11"
"August 31, 2024","Honolulu","HI","Passenger","5","1","6","303","309","1.94"
"February 28, 2018","Twin Falls","ID","Passenger","0","1","1","25","26","3.85"
"August 31, 2020","Pend Oreille","WA","Truck","0","0","0","5,741","5,741","0.00"
"May 31, 2024","Volusia","FL","Truck","1","0","1","5","6","16.67"
"December 31, 2023","Wise","TX","Passenger","2","0","2","7","9","22.22"
"January 31, 2025","San Bernardino","CA","Passenger","5","1","6","328","334","1.80"
"December 31, 2017","Walla Walla","WA","Passenger","29","32","61","35,269","35,330","0.17"
"December 31, 2018","Snohomish","WA","Passenger","2,914","1,437","4,351","526,861","531,212","0.82"
"March 31, 2024","Harnett","NC","Passenger","4","0","4","149","153","2.61"
"December 31, 2023","Stafford","VA","Passenger","3","0","3","76","79","3.80"
"September 30, 2019","New London","CT","Passenger","0","1","1","233","234","0.43"
"August 31, 2022","Denton","TX","Passenger","2","0","2","91","93","2.15"
"June 30, 2019","Cameron","TX","Passenger","1","0","1","37","38","2.63"
"March 31, 2025","St. Landry","LA","Passenger","1","0","1","1","2","50.00"
"November 30, 2017","Yakima","WA","Truck","0","0","0","57,900","57,900","0.00"
"March 31, 2022","Denton","TX","Passenger","2","0","2","97","99","2.02"
"May 31, 2023","Madison","IL","Passenger","2","0","2","18","20","10.00"
"April 30, 2022","Lincoln","WA","Passenger","7","18","25","7,648","7,673","0.33"
"May 31, 2025","Philadelphia","PA","Passenger","0","1","1","40","41","2.44"
"March 31, 2018","Garfield","WA","Passenger","1","0","1","1,331","1,332","0.08"
"August 31, 2019","Mason","WA","Passenger","130","124","254","47,384","47,638","0.53"
"June 30, 2023","Weber","UT","Passenger","1","0","1","37","38","2.63"
"April 30, 2025","Whatcom","WA","Truck","184","0","184","42,409","42,593","0.43"
"July 31, 2023","King","WA","Truck","781","2","783","174,516","175,299","0.45"
"August 31, 2023","Snohomish","WA","Passenger","13,928","3,226","17,154","526,319","543,473","3.16"
"December 31, 2023","Marion","OR","Passenger","1","0","1","83","84","1.19"
"November 30, 2023","Shasta","CA","Passenger","1","0","1","36","37","2.70"
"January 31, 2021","Skagit","WA","Passenger","518","243","761","91,288","92,049","0.83"
"August 31, 2022","Essex","MA","Passenger","3","0","3","21","24","12.50"
"August 31, 2022","Yavapai","AZ","Passenger","0","1","1","34","35","2.86"
"February 28, 2025","Walla Walla","WA","Truck","26","0","26","13,678","13,704","0.19"
"September 30, 2020","Kitsap","WA","Passenger","1,425","712","2,137","179,316","181,453","1.18"
"June 30, 2019","Clark","WA","Truck","0","0","0","80,275","80,275","0.00"
"January 31, 2018","Douglas","WA","Truck","0","0","0","11,784","11,784","0.00"
"June 30, 2023","Benton","WA","Passenger","1,142","573","1,715","135,044","136,759","1.25"
"May 31, 2024","Bannock","ID","Passenger","1","0","1","8","9","11.11"
"June 30, 2023","Shasta","CA","Passenger","1","0","1","37","38","2.63"
"March 31, 2025","San Diego","CA","Passenger","32","13","45","1,953","1,998","2.25"
"October 31, 2019","Norfolk","VA","Passenger","2","2","4","334","338","1.18"
"November 30, 2022","Bristol","MA","Passenger","1","0","1","11","12","8.33"
"February 28, 2021","Clark","WA","Passenger","2,506","1,247","3,753","318,530","322,283","1.16"
"May 31, 2018","Essex","MA","Passenger","1","0","1","27","28","3.57"
"October 31, 2020","Yakima","WA","Truck","0","0","0","60,658","60,658","0.00"
"July 31, 2024","Loudoun","VA","Passenger","2","1","3","60","63","4.76"
"March 31, 2022","Washington","MD","Passenger","2","0","2","13","15","13.33"
"November 30, 2017","Skagit","WA","Truck","1","0","1","31,667","31,668","0.00"
"March 31, 2024","Goochland","VA","Passenger","3","0","3","83","86","3.49"
"September 30, 2019","Thurston","WA","Truck","0","0","0","55,465","55,465","0.00"
"December 31, 2020","Harford","MD","Passenger","0","1","1","65","66","1.52"
"March 31, 2017","Wahkiakum","WA","Truck","0","0","0","1,635","1,635","0.00"
"July 31, 2022","Cowlitz","WA","Truck","2","0","2","28,433","28,435","0.01"
"February 28, 2023","Denton","TX","Passenger","2","0","2","81","83","2.41"
"September 30, 2023","Hamilton","OH","Passenger","2","0","2","42","44","4.55"
"December 31, 2018","Asotin","WA","Passenger","12","9","21","12,715","12,736","0.16"
"February 29, 2020","Ulster","NY","Passenger","1","0","1","15","16","6.25"
"July 31, 2020","Jefferson","IA","Passenger","1","0","1","2","3","33.33"
"August 31, 2017","Douglas","WA","Truck","0","0","0","11,569","11,569","0.00"
"September 30, 2024","Pend Oreille","WA","Truck","3","0","3","5,544","5,547","0.05"
"July 31, 2021","Saginaw","MI","Passenger","1","0","1","8","9","11.11"
"January 31, 2024","Weber","UT","Passenger","1","0","1","33","34","2.94"
"September 30, 2020","Ferry","WA","Passenger","8","3","11","4,304","4,315","0.25"
"February 28, 2025","Monmouth","NJ","Passenger","1","0","1","17","18","5.56"
"January 31, 2020","St. Mary's","MD","Passenger","1","0","1","223","224","0.45"
"March 31, 2024","Wake","NC","Passenger","7","1","8","104","112","7.14"
"June 30, 2024","San Bernardino","CA","Passenger","6","1","7","336","343","2.04"
"October 31, 2017",,,"Passenger","3","0","3","439","442","0.68"
"January 31, 2025","Douglas","WA","Truck","24","0","24","13,028","13,052","0.18"
"November 30, 2018","Wahkiakum","WA","Passenger","1","1","2","2,981","2,983","0.07"
"March 31, 2020","Travis","TX","Passenger","4","2","6","214","220","2.73"
"December 31, 2017","Northampton","PA","Passenger","0","1","1","64","65","1.54"
"September 30, 2024","Greene","OH","Passenger","2","0","2","23","25","8.00"
"August 31, 2018","Ferry","WA","Truck","0","0","0","3,549","3,549","0.00"
"January 31, 2021","Washington","OR","Passenger","1","0","1","466","467","0.21"
"May 31, 2023","Pulaski","AR","Passenger","2","0","2","37","39","5.13"
"November 30, 2020","Williamson","TX","Passenger","0","2","2","162","164","1.22"
"May 31, 2022","Alexandria","VA","Passenger","4","0","4","120","124","3.23"
"December 31, 2024","Bucks","PA","Passenger","1","1","2","15","17","11.76"
"July 31, 2025","Cleveland","OK","Passenger","1","0","1","23","24","4.17"
"April 30, 2020","Jefferson","WA","Passenger","234","143","377","24,874","25,251","1.49"
"August 31, 2024","Goochland","VA","Passenger","3","0","3","60","63","4.76"
"February 28, 2019","Clallam","WA","Truck","0","0","0","21,577","21,577","0.00"
"December 31, 2022","Cowlitz","WA","Truck","4","0","4","28,303","28,307","0.01"
"October 31, 2020","Palm Beach","FL","Passenger","1","2","3","84","87","3.45"
"August 31, 2021","Mason","WA","Truck","0","0","0","21,284","21,284","0.00"
"February 28, 2023","Utah","UT","Passenger","1","0","1","120","121","0.83"
"May 31, 2017","Fulton","GA","Passenger","1","0","1","120","121","0.83"
"May 31, 2024","Kings","NY","Passenger","2","0","2","50","52","3.85"
"May 31, 2023","Middlesex","CT","Passenger","1","0","1","10","11","9.09"
"February 29, 2020","Jefferson","IA","Passenger","1","0","1","3","4","25.00"
"May 31, 2021","San Joaquin","CA","Passenger","1","0","1","128","129","0.78"
"March 31, 2024","Wahkiakum","WA","Truck","4","0","4","1,754","1,758","0.23"
"April 30, 2022","Franklin","WA","Passenger","178","105","283","61,889","62,172","0.46"
"February 28, 2025","Orange","NC","Passenger","1","0","1","4","5","20.00"
"January 31, 2017","Grant","WA","Truck","0","0","0","25,037","25,037","0.00"
"January 31, 2022","Suffolk","MA","Passenger","1","2","3","37","40","7.50"
"February 28, 2018","Wahkiakum","WA","Truck","0","0","0","1,672","1,672","0.00"
"November 30, 2020","Whitman","WA","Truck","0","0","0","8,483","8,483","0.00"
"May 31, 2018","Sacramento","CA","Passenger","1","1","2","320","322","0.62"
"April 30, 2019","Charleston","SC","Passenger","1","0","1","124","125","0.80"
"July 31, 2024","Cumberland","ME","Passenger","1","0","1","12","13","7.69"
"April 30, 2025","Prince George","VA","Passenger","1","0","1","56","57","1.75"
"April 30, 2018","Jefferson","NY","Passenger","1","0","1","225","226","0.44"
"January 31, 2023","Marion","OR","Passenger","1","0","1","111","112","0.89"
"September 30, 2017","Benton","WA","Truck","0","0","0","40,268","40,268","0.00"
"July 31, 2022","Lincoln","WA","Truck","0","0","0","4,821","4,821","0.00"
"November 30, 2021","Clackamas","OR","Passenger","2","0","2","206","208","0.96"
"February 28, 2019","Garfield","WA","Passenger","1","1","2","1,323","1,325","0.15"
"October 31, 2021","Pennington","SD","Passenger","1","0","1","35","36","2.78"
"September 30, 2024","Jefferson","WA","Truck","28","0","28","9,104","9,132","0.31"
"October 31, 2024","Prince George","VA","Passenger","1","0","1","59","60","1.67"
"August 31, 2023","Osceola","FL","Passenger","1","0","1","28","29","3.45"
"October 31, 2023","Prince George's","MD","Passenger","2","2","4","146","150","2.67"
"July 31, 2018","Cameron","TX","Passenger","1","0","1","32","33","3.03"
"September 30, 2025","Garfield","WA","Passenger","0","4","4","1,251","1,255","0.32"
"June 30, 2024","St. Clair","IL","Passenger","1","2","3","104","107","2.80"
"July 31, 2022","New York","NY","Passenger","3","0","3","49","52","5.77"
"November 30, 2023","Caddo","LA","Passenger","2","0","2","16","18","11.11"
"March 31, 2024","Duval","FL","Truck","1","0","1","57","58","1.72"
"October 31, 2018","Thurston","WA","Truck","0","0","0","54,747","54,747","0.00"
"September 30, 2019","Moore","NC","Passenger","0","1","1","181","182","0.55"
"September 30, 2024","Dallas","TX","Passenger","1","0","1","87","88","1.14"
"July 31, 2017","Arlington","VA","Passenger","1","1","2","181","183","1.09"
"February 28, 2022","Ada","ID","Passenger","2","0","2","243","245","0.82"
"March 31, 2023","Whitman","WA","Truck","4","0","4","8,582","8,586","0.05"
"February 28, 2022","Santa Cruz","CA","Passenger","1","0","1","34","35","2.86"
"March 31, 2021","Snohomish","WA","Passenger","5,372","1,930","7,302","538,190","545,492","1.34"
"December 31, 2024","Travis","TX","Passenger","5","1","6","78","84","7.14"
"July 31, 2021","Pend Oreille","WA","Truck","0","0","0","5,738","5,738","0.00"
"October 31, 2019","Boone","MO","Passenger","0","1","1","11","12","8.33"
"April 30, 2023","Multnomah","OR","Passenger","4","3","7","599","606","1.16"
"December 31, 2018","Lane","OR","Passenger","0","1","1","179","180","0.56"
"April 30, 2025","Marion","IN","Passenger","1","0","1","22","23","4.35"
"February 29, 2020","King","WA","Passenger","23,417","7,674","31,091","1,398,507","1,429,598","2.17"
"February 28, 2023","Pinal","AZ","Passenger","0","1","1","142","143","0.70"
"March 31, 2018","Washtenaw","MI","Passenger","1","0","1","42","43","2.33"
"September 30, 2019","Santa Fe","NM","Passenger","0","1","1","46","47","2.13"
"September 30, 2020","Stafford","VA","Passenger","1","1","2","101","103","1.94"
"November 30, 2020","Owyhee","ID","Passenger","1","0","1","3","4","25.00"
"September 30, 2023","Harris","TX","Passenger","2","2","4","199","203","1.97"
"November 30, 2024","Jefferson","NY","Passenger","3","2","5","162","167","2.99"
"June 30, 2025","Skamania","WA","Passenger","177","66","243","7,762","8,005","3.04"
"July 31, 2017","Jefferson","WA","Passenger","107","61","168","23,885","24,053","0.70"
"February 28, 2021","Leavenworth","KS","Passenger","0","1","1","104","105","0.95"
"December 31, 2017","Norfolk","MA","Passenger","1","0","1","40","41","2.44"
"September 30, 2023","Mason","WA","Passenger","496","211","707","46,026","46,733","1.51"
"April 30, 2021","Richland","SC","Passenger","0","1","1","150","151","0.66"
"December 31, 2021","Pend Oreille","WA","Truck","0","0","0","5,687","5,687","0.00"
"January 31, 2017","Stevens","WA","Passenger","6","21","27","31,513","31,540","0.09"
"June 30, 2023","Columbia","GA","Passenger","1","1","2","79","81","2.47"
"July 31, 2022","Ray","MO","Passenger","0","1","1","2","3","33.33"
"May 31, 2021","Lincoln","WA","Passenger","5","13","18","7,713","7,731","0.23"
"August 31, 2021","Lincoln","WA","Truck","0","0","0","4,767","4,767","0.00"
"August 31, 2021","Ray","MO","Passenger","0","1","1","1","2","50.00"
"December 31, 2021","Skagit","WA","Passenger","694","302","996","90,931","91,927","1.08"
"February 28, 2022","Yellowstone","MT","Passenger","0","1","1","37","38","2.63"
"August 31, 2024","Wahkiakum","WA","Truck","6","0","6","1,774","1,780","0.34"
